CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_track,HMS_track_uncern,PS1,PS3,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,h_int_goodscin_evts,p_int_goodscin_evts,run number,sent_edtm,time,tot_events
0.9864896137548448,0.006655664896347855,629169,10561162.0,0.992086825939108,0.0011616724113337955,0.9981,0.0001,129,129,638163,82132635.0,0.992086825939108,0.0011616724113337955,0.9298,0.0061,49006,13750.419951156482,28.0,210.5833333333333,7959,711296.0,711.283547,1267782
0.9488971309951082,0.005148911763640417,860706,4301765.0,0.9973247521504024,0.0008685565196319364,0.9984,0.0001,33,33,916552,30373568.0,0.9973247521504024,0.0008685565196319364,0.9179999999999999,0.0062,172504,4963.737760788878,5.0,83.33333333333333,7960,758350.0,758.3364889999999,1782132
0.9933921453160286,0.008347723742005805,385787,12710970.0,0.9727771039110716,0.002036157444446084,0.9974,0.0001,257,257,386427,99170425.0,0.9727771039110716,0.002036157444446084,0.9186,0.0079,10062,17509.534604865752,156.0,255.91666666666663,7956,270848.0,270.843023,772289
0.9931599467271188,0.006778206524169047,641462,20585990.0,0.9839869870108392,0.0013881679143613055,0.9977,0.0001,257,257,648038,162256007.0,0.9839869870108392,0.0013881679143613055,0.9213,0.0062,27155,27846.59762552271,143.0,334.99999999999994,7958,719420.0,719.4076179999997,1289646
